_id,createdAt,direction,entry,exit,startIndex,startDate,stop,ticker,totalDays
4w9fdHqWbXvDtDmym,30.45,31.10,1,1023408000,155,up,1429974309340,SHW,29.66
LTXs5jyaR5PYNEHdK,29.95,28.70,7,1025222400,170,down,1429974338325,SHW,31.02
FohpDHNKXqESas93s,36.12,36.60,4,1284508800,94,up,1429974408354,AIG,35
G3CZ6avbycozvEtgR,38.81,40.74,3,1286150400,107,up,1429974434292,AIG,36.5
z4MmvnFzTn39YGjkw,43.19,45.61,1,1288915200,131,up,1429974460172,AIG,42
n6LwmxwmBzyxRwZos,41.61,40.85,1,1290470400,143,up,1429974495874,AIG,40.44
ZdyuXY4MHDGxRGS7D,43.50,47.78,4,1291593600,151,up,1429974510657,AIG,41.97
wH9iyvL8FJN6GqfK2,24.30,25.28,1,1031184000,96,down,1429974581249,PXD,25.28
wgFNHML8YM6wgvGLf,26.40,25,2,1033948800,118,up,1429974612594,PXD,25
Npz5C5XTTXPNN3aur,25.17,27.09,4,1034553600,123,up,1429974625393,PXD,24
fn4C7yAiXbAaapczv,49.67,50.81,2,1087862400,95,up,1429974690237,AMZN,48
7JvGnPtDcitfJ9ajB,38.31,35.61,6,1091059200,121,down,1429974733732,AMZN,40.03
yzSsDAT5YqpTXw4rq,40.15,42.03,8,1096329600,163,down,1429974778467,AMZN,42.03
eNHF8YaQQ3KgsrDCa,51.02,47.58,39,1111622400,158,down,1429974850760,WMT,52
NLtwFPzQ5qrCWqndh,17.48,17.83,7,1349222400,167,down,1429975014863,TE,17.83
aK5sGK2sqYi7H4rCG,47.46,48.05,22,1372377600,90,up,1429975040042,MRK,45.97
Xau9xE84pZTnqc7td,47.56,47,5,1377043200,127,up,1429975107614,MRK,47
ynYheGRNL9wZpj2Kr,37.80,37.5,19,1160352000,122,up,1429975159655,RF,36.5
eH2FBsynqr8FWrty6,48.85,45.28,3,1113264000,96,down,1429975236446,DOW,50.53
sWArbSgeaFzdemKpk,48.32,45.07,4,1115683200,116,down,1429975279429,DOW,50.03
tNJgHZj3r7zpDuCRW,46.15,46.04,7,1116806400,125,down,1429975314136,DOW,47.06
jJjKpgGrgrJxwrQKP,41.51,40.44,5,1106006400,90,up,1429975366498,HD,40.44
NxtA6FfWNRJHS6fwH,37.10,36.23,5,1115337600,166,down,1429975403897,HD,37.77
5tk3wp5ZiHSE26Q55,24.85,25.33,3,1034812800,107,down,1429975500199,CAG,25.33
HA9uGQAZqii47zncG,24.30,24.00,14,1035936000,116,down,1429975523238,CAG,25.33
ARTLT9FurokGSGhD6,25.40,25.01,5,1040688000,154,up,1429975561722,CAG,24.5
DuuBik5S6WsiHd6wi,52.71,52.62,5,1376870400,90,down,1429975585501,LLY,54.5
QcjXaSEyAveNShnfn,47.75,49,3,1381190400,125,down,1429975611306,LLY,49
MrGZ9catyegmA3SN9,48.91,50,2,1381968000,132,down,1429975621076,LLY,50
qwEoLXrp5YPbP2KGH,27.05,27.71,20,1327968000,90,up,1429975656193,LOW,25.88
zwPqBcreLdzK4QoTq,31.42,30.5,5,1333411200,134,up,1429975694625,LOW,30.5
ZzCXWbhzf4TP8txwB,21.68,22.22,2,1254960000,95,down,1429975734790,TEL,22.22
yk9KRHk8BWMPziuQm,25.51,25.37,8,1263427200,162,up,1429975768771,TEL,24
Yh3BnsgfCLz3jvCAP,25.50,26.6875,3,958003200,122,up,1429975809134,ACE,23.98
T4LR6oztTD9E7aNQQ,43.93001,45.04,1,1183939200,91,up,1429975826053,NVDA,42.1
ajh3JFRuSWYhD2hNv,40.50,39.98,1,1074556800,93,up,1429975852811,PBI,39.98
ArxNQPvi7m66SHRrd,42.80,43.01,1,1080777600,144,up,1429975905374,PBI,41.1
8xskz3vzys7rn9jHm,16.15,15.44,4,1251417600,92,up,1429975947538,EMC,15.44
nRyt2T4jz7xdtSDzw,16.16,17.16,11,1252368000,98,up,1429975961654,EMC,15.38
jGZ7KzBpfG97wB82h,17.09,16.87,-18,1254182400,113,up,1429976011820,EMC,16.49
46jL36ZGvdELjfsmM,16.90,17.55,4,1208131200,95,down,1429976082708,SYMC,17.55
E9qNtYKSpbMAvnhL4,19.51,19.99,1,1210291200,114,up,1429976105408,SYMC,18.99
yQfmoA7eAqafnrvAa,20.77,20.82,5,1210896000,119,up,1429976121002,SYMC,20
eJbSnqbxe8ieWWiZR,19.54,21.07,6,1216857600,166,up,1429976164830,SYMC,18.48
6nhwTT8JpzWsCGWtN,39.36,38,6,998438400,90,up,1429976189631,GGP,38
c7bTNmfHHa3TG3Fxv,36.64999,36.47001,6,1003795200,129,down,1429976222027,GGP,37.5
QvdcmChvA63ZfwruE,11.00,10.51,9,1313020800,90,down,1429976261902,ETFC,12.5

Total Wins  Total Losses  Avg Win Avg Loss  Ending Capital (using R = 1%) Expectancy  avg. length: 5.68 
48          52            1.02    -0.86     10338                         0.04
